,Tweet,Bernie,Sentiment_Bernie,Trump,Sentiment_Trump,Clinton,Sentiment_Clinton,Cruz,Sentiment_Cruz,Sarcastic
186,This audience doesn't seem impressed with Trump. #GOPDebate,0,0,1,3,0,0,0,0,
187,"RUNNER-UP DRAMA Trump blasts Iowa 'fraud,' Sanders mulls challenge:  https://t.co/1dSWmflLKB",1,2,1,2,0,0,0,0,
188,Don't stay just anywhere in Clinton. See what travelers say!,0,0,0,0,0,0,0,0,
189,"Go, Go, Go Sanders!... https://t.co/rM2rd9LHua",1,1,0,0,0,0,0,0,
190,RT @JamiaStarheart RT @nj_blacknews: Bernie Sanders on #BlackLivesMatter and #PoliceBrutality https://t.co/cvgDFQlcDs,1,2,0,0,0,0,0,0,
191,Trump booed by #GOPdebate audience | WATCH: https://t.co/qX1e0pbN3H https://t.co/ZrcqvsFIQ8,0,0,1,3,0,0,0,0,
192,"#DemDebate Clinton says I a lot. There is no I in team. We are a team, the American people.",0,0,0,0,1,3,0,0,
193,"Bernie Sanders: ""While the results are still not known, it looks like we are in a virtual tie""  https://t.co/3HhZr0w9mk",1,2,0,0,0,0,0,0,
194,The New Hampshire results are far more encouraging for Donald Trump than they are for Bernie https://t.co/oRU0RzgzYQ https://t.co/fUdQ1yBcuh,1,2,1,1,0,0,0,0,
195,RT @PKGM ! RT @essdotX Stop Bernie-Splaining to Black Voters https://t.co/7UOpe21NUr,1,3,0,0,0,0,0,0,
196,RT @WillMcAvoyACN I don't think Eric Trump knows the difference between a keg stand and water boarding. https://t.co/JBy4TDz9Aj,0,0,0,0,0,0,0,0,
197,"RT @thehill Cruz mocks Rubio over Iowa victory lap: ""Bronze is the new gold"" https://t.co/Wzd5XOqF5V https://t.co/2OtzeVD3gw",0,0,0,0,0,0,1,2,
198,RT @DLoesch Rubio just verbally slapped Trump. Im glad it was GWB in the WH on 9/11 and not Al Gore. #GOPDebate,0,0,1,3,0,0,0,0,
199,"RT @davidsirota Yes, Clinton's State Dept had big power to approve arms deals to Clinton foundation donors https://t.co/93bP0JEjHZ https://t.co/hWTG0CYzuH",0,0,0,0,1,3,0,0,
200,"Vote your principles in a primary!... America Is Conservative. :Gallup.
That's why a REAL Conservative, Cruz, can win.",0,0,0,0,0,0,1,1,0
201,"The fact that Sanders and Trump have emerged is surprising, but that theyêre doing well in NH? Not so much. https://t.co/xvTsHkZf04",1,3,1,3,0,0,0,0,0
202,RT @mVespa1 State slapped the clinton foundation with a subpoena last fall ...  NBD https://t.co/u7ByIRxjNG #tcot,0,0,0,0,0,0,0,0,0
203,#Clinton narrowly clinches #Nevada while #Trump wins big in South Carolina https://t.co/0rx9n9kgMQ,0,0,1,1,1,1,0,0,0
204,RT @Trader_Joe77 @OPMpaul @JustGoForIt @mitchellvii @itunes65 You'd be surprised at how many minorities and democrats are voting Trump in NY I know plenty,0,0,1,1,0,0,0,0,0
205,@realDonaldTrump @FoxNews @seanhannity @CNN @andersoncooper HE IS TRUMP!!!!!!!!!!!!!!!!! https://t.co/E0JGWvSKFB,0,0,1,2,0,0,0,0,0
206,Hillary Clintonês Candidacy Reveals Generational Schism Among Women https://t.co/6u3lmN7nIL,0,0,0,0,1,2,0,0,0
207,"RT @HeerJeet Maybe worth remembering Trump owns a copy of Hitler's speeches, which his 2nd wife said he liked to leaf through https://t.co/0mqroeNGOT",0,0,1,3,0,0,0,0,0
208,RT @BernieSanders Donald Trump's racist comments and ideas are not what America is about.,1,2,1,3,0,0,0,0,0
209,Bernie Sanders: Obama Has _Constitutional Right” to Appoint Scalia Replacement: The Left s...   https://t.co/gHOmkyMzbo,1,2,0,0,0,0,0,0,0
210,What kind of people elected him?......probably the same people who support Trump. https://t.co/LWja9E17wo,0,0,1,2,0,0,0,0,0
211,George W. Bush offers tough Trump takedown in campaign debut https://t.co/72hehtQBjZ via @phillydotcom,0,0,1,2,0,0,0,0,0
212,Barbara Bush: «I donêt know how women can vote forê Donald Trump https://t.co/u4h1MkOAEk #JebBush #BarbaraBush https://t.co/fjxihya750,0,0,1,3,0,0,0,0,0
213,RT @benshapiro Of course Christie endorses Trump. Trump is Christie after a couple of hard knocks to the head.,0,0,1,3,0,0,0,0,1
214,"RT @FoxNews Trump pulls off huge win, but Kasich will be the media darling https://t.co/wUEVhTJvup via @HowardKurtz @MediaBuzzFNC",0,0,1,1,0,0,0,0,0
215,RT @Mansstory2 Latino's Support TRUMP read more: #DTmag https://t.co/OcG0WToZlE,0,0,1,1,0,0,0,0,0
216,"RT @TheDairylandDon Bernie: People shouldn't go into debt to get job training
-He's too radical

Trump: I could murder a guy in broad daylight
-He makes sense",1,2,1,3,0,0,0,0,1
217,im not for trump but this is so funny https://t.co/miyx8aNYuS,0,0,1,2,0,0,0,0,0
218,RT @dcexaminer George Soros contributed $8 million to pro-Clinton super PACs in 2015 https://t.co/6CWt7h5nYb,0,0,0,0,1,3,0,0,0
219,"Donald Trump's son says ""waterboarding happens on college campuses every day"": https://t.co/f0cxCUhV3N https://t.co/DyvIIRRwdj",0,0,0,0,0,0,0,0,0
220,RT @realDonaldTrump Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!,0,0,1,3,0,0,1,3,0
221,"The guy behind Obama's ""Hope"" poster has designed a Bernie Sanders t-shirt https://t.co/SliDY9DNWc",1,2,0,0,0,0,0,0,0
222,Or Bernie https://t.co/MhcGpjbtif,1,2,0,0,0,0,0,0,0
223,RT @Johnatsrs1949 =====>  No refugees ! Period. ........ Vote for Trump. #Trump2016 https://t.co/kmlWvd8YOG,0,0,1,1,0,0,0,0,0
224,"RT @ProCentralists ""Ted Cruz is a totally unstable individual. He is the single biggest liar Iêve ever come across, in politics or otherwise,"" ~Trump",0,0,1,2,0,0,1,3,0
225,Ted Cruz wins the Republican vote in #IowaCaucus for the US presidential race https://t.co/3vfEUqiWiR https://t.co/qizkfntoyY,0,0,0,0,0,0,1,1,0
226,"@realDonaldTrump Please make a suit for Cruz & Rubio to wear tomorrow night, We would love to see whom bought who! https://t.co/TXdyC7afNl",0,0,1,2,0,0,1,2,1
227,"Hillary didn't win last night. 

""By actual voter decisions, the count was Sanders 695, Clinton 693, and six ties.""
https://t.co/aAqf7IpYnV",1,2,0,0,1,2,0,0,0
228,RT @Pseudoplotinus And Obama/Trump are to our age what Alicibiades/Kleon were to late decadent Athens. Talented demagogues. @jsende @DouthatNYT @jpodhoretz,0,0,1,3,0,0,0,0,0
229,RT @CloydRivers How to be a Hillary supporter. Merica. https://t.co/ZX6ymPWKW2,0,0,0,0,1,2,0,0,0
230,Imagine Bernie Sanders wins the White House. Then what? https://t.co/v03NzWfCTK https://t.co/JWf0qNycSF,1,2,0,0,0,0,0,0,0
231,"The sentence ""Donald Trump tones down his feud with the Pope"" perfectly summarizes everything wrong with American politics.",0,0,1,3,0,0,0,0,0
232,RT @PolToons Not My Fault. @AFBranco Hillary #SheLies #HillaryLiesMatter Remember Benghazi #FeelTheBern https://t.co/Ny3DQFXeu1 https://t.co/CSkZeif9Gd,1,2,0,0,1,3,0,0,0
233,RT @BeverleeHughes3 BOOM! #ImWithHer Hillary Can Make a Difference for Women Everywhere That Bernie Can't https://t.co/18zvlxmirF via @HuffPostPol,1,3,0,0,1,1,0,0,0
234,RT @curtismuddog That was awesome. WATCH RT Donald Trump Calls Men Who Handled Protester To The Stage in SC (2-16-16) https://t.co/wmySeYa1C2 via YouTube,0,0,1,1,0,0,0,0,0
235,"Guess who bought https://t.co/AG5qytOMaq as soon as the lease expired.......Trump 
#savage",0,0,1,3,0,0,0,0,0
236,RT @mitchellvii I'd almost rather watch the CNN  Town Hall just to see Rubio and Cruz scratch each other's eyes out. Drink every time the word LIAR us used.,0,0,0,0,0,0,1,3,0
237,RT @NiteStar If ya can't afford to take care of your veterans then don't go to war! ~Bernie Sanders #quote #feelthebern #usnotme https://t.co/7SHK5DgyGu,1,1,0,0,0,0,0,0,0
238,"Candice Bergen details date with Trump: ""It was a very short evening"" https://t.co/P41aIgk6se https://t.co/a7veuH5f3z",0,0,1,3,0,0,0,0,0
239,"RT @theaceofspaeder Deion Sanders

186 career stolen bases
53 career interceptions https://t.co/hCmh9fuZRB",0,0,0,0,0,0,0,0,0
240,"Trump's ""I don't want your money"" boast could bite him In NH https://t.co/ufHNa2Nobo https://t.co/4YWWzp3UuY",0,0,1,3,0,0,0,0,0
241,RT @JohnFugelsang Ted Cruz is the Abraham Lincoln of Sarah Palins.  #GOPTownHall,0,0,0,0,0,0,1,2,1
242,"As this is the Northern Hemisphere, and Donald Trump has light skin, then he is most qualified to help white babies from the likes of racism",0,0,1,3,0,0,0,0,1
243,"No surprise: RT  Hillary misleading about email probe during debate, former FBI agents say | Fox News |  https://t.co/eiBUPkGcq1",0,0,0,0,1,3,0,0,0
244,If Trump is the nominee the conservative take over of the GOP fails.,0,0,1,3,0,0,0,0,0
245,"Donald Trump was just mentioned during Justice With Judge Jeanine on FNCHD
read more:
https://t.co/Oek5AMikan",0,0,1,2,0,0,0,0,0
246,Has Trump mentioned that he doesn't think Cruz is eligible to be President recently? That seemed like a go-to for him,0,0,1,3,0,0,1,2,1
247,Trump would get bored or would be shocked by how hard the job is and resign within a year. So yes.  https://t.co/yOugjFclbS,0,0,1,3,0,0,0,0,1
248,RT @KramerCaswell #GOPDebate good to finally hear some boo's regarding Donald Trump's bullying,0,0,1,3,0,0,0,0,0
249,@SCNAACP Who are Bernie's small donors? https://t.co/yVWQFMcmTT,1,2,0,0,0,0,0,0,0
250,«All the money is on Trumpê: An election gambler predicts Super Tuesday https://t.co/My8nBcJVXX via @POLITICOMag https://t.co/T8o8A6w6wc,0,0,1,1,0,0,0,0,0
251,Cruz vows to filibuster President Obama's Supreme Court nominee https://t.co/RzaWJwrf80 https://t.co/c5y3dzn9Fs,0,0,0,0,0,0,1,2,0
252,@PatrickRuffini @ForecasterEnten Cruz going to end up under 50%. He moves on Legal Immigration and Trade going to help Rubio there...,0,0,0,0,0,0,1,2,0
253,"Media Matters staff: Fox Legal Analyst Baselessly Claims Hillary Clinton Committed A Felony, Intentionally Sent Cló https://t.co/XVo5RHth0d",0,0,0,0,1,3,0,0,0
254,RT @latimespolitics Sanders on Wall Street https://t.co/y1CcOKNLXN #DemDebate https://t.co/tfhemeCSz5,1,2,0,0,0,0,0,0,0
255,"RT @MoniQueMoniCat @heytana URGENT: MUST WATCH. Trump must stop this: NH & SC elections Stolen Easily-Rigged, Steps to prevent https://t.co/mOXVDlP2Pg",0,0,1,2,0,0,0,0,0
256,The Problem With Hillary Clinton's Answer on the Death Penalty https://t.co/KZxJmgp9uc https://t.co/A7GHHCaMVG,0,0,0,0,1,3,0,0,0
257,RT @Curt__Burt Very sad to hear about Donald Trump. Nothing happened to him I'm just sad to hear about him,0,0,1,3,0,0,0,0,0
258,"RT @JaredWyand Tonight at Trump Clemson Rally ??

See even Muslims know Islam is the problem

#Trump2016 #SCPrimary https://t.co/jjsig1nVOZ",0,0,1,2,0,0,0,0,0
259,"@Daily_Express I'm on the Internet, and I know what I think of Tiger #Trump; Heeeeeeeeee's Gerrrrrrreat!",0,0,1,1,0,0,0,0,0
260,Bush staffers blast Christie after Trump endorsement: Former top aides for the ex-presidential hopeful lashed ... https://t.co/Nlhw3kv9ts,0,0,1,2,0,0,0,0,0
261,@FiveThirtyEight I think you under counted Trump interruptions.,0,0,1,3,0,0,0,0,0
262,RT @DailyMail Bernie is BALLIN' before he gives his #NHPrimary victory speech https://t.co/K4C6XpcCR2 https://t.co/SPsD9nM7Wh,1,1,0,0,0,0,0,0,0
263,"Trump would gladly give them to Putin, since he has no idea what nuclear weapons are anyway. https://t.co/YN6QqQ745q",0,0,1,3,0,0,0,0,0
264,@greggutfeld I think the only people applauding are the #Trump children. Applause sounds lonely,0,0,1,3,0,0,0,0,0
265,"Donald Trumpês surprisingly un-Trump Iowa concession speech
https://t.co/0U5hvVS6QG",0,0,1,2,0,0,0,0,0
266,RT @USFreedomArmy One good reason to vote for Mr. Trump. Please do Al. Join our army at http://t.co/oSPeY3QMpH. Enlist today! http://t.co/ksg9EHTltx,0,0,1,1,0,0,0,0,0
267,"And like Trump, Paladino was a giant surprise to a sleepy establishment in the first tea party wave year",0,0,1,2,0,0,0,0,0
268,Just sharing someone's dreams...Cruz beat Rubio in IA & NH...tied in SC...so NO. https://t.co/hBiQ4QuQwO,0,0,0,0,0,0,1,2,0
269,"RT @SocialBizBrand Blast Furnace Park - Lithgow by Dwight D'Cruz

https://t.co/bKKKMTdcax https://t.co/GWFmrPpgCu",0,0,0,0,0,0,0,0,0
270,RT @CorrellioRedux Poll: 25% of federal employees would consider quitting if Trump becomes president https://t.co/pAVZNkG8zt Best reason to vote Trump #tccot,0,0,1,1,0,0,0,0,1
271,Barbara Boxer explains why she feels that young people are responding to Bernie Sanders https://t.co/cNgUBpjFuh,1,2,0,0,0,0,0,0,0
272,"RT @Olivianuzzi Waterboarding can cause strokes. Cruz said it doesn't ""meet the generally recognized definition of torture.""",0,0,0,0,0,0,1,3,0
273,RT @kaegann Bernie too trill https://t.co/i709AqncAb,1,3,0,0,0,0,0,0,0
274,"@tjinlv They dont know abt  electoral college,  way the govt works or the delegates & super delegates. If ed on this - wouldnt be 4 Bernie",1,3,0,0,0,0,0,0,0
275,Cause if trump pres. We screwed and bernie sounds good but we just dont know..,1,2,1,3,0,0,0,0,0
276,"RT @SenFrankNiceley Actually, the record shows Ted Cruz was running for Senate on building the wall, while Trump praised the Dream Act. https://t.co/BbztCQaYeY",0,0,1,2,0,0,1,2,0
277,"RT @courtenlow Hillary: College should be affordable.
Twitter: Establishment puppet, no better than GOP.
Bernie: College should be affordable.
Twitter: DAD",1,2,0,0,1,2,0,0,1
278,"As Clinton seeks to break the glass ceiling, many young feminists shrug https://t.co/L3cyP7ANt1 https://t.co/10Kq0hUdqZ",0,0,0,0,1,1,0,0,0
279,"Cruz on Trump, Rubio Attacks: Truth Matters, You 'Can't Scream' When Called Out https://t.co/DfGhhNP3dW (VIDEO) https://t.co/0RuMNpbykh",0,0,1,2,0,0,1,2,0
280,"@YugeMilo @LindaSuhler @tedcruz  Trump's been lying saying he was a conservative...until yesterday, he admitted he was no conservative.",0,0,1,3,0,0,0,0,0
281,The Dem establishment is doing a much better job against Sanders than the GOP establishment is against Trump. Discuss.,1,2,1,2,0,0,0,0,0
282,"Trump says Rubio probably most bothered by photoshop because it made him look shorter than he is, since ""he's not too big""",0,0,1,2,0,0,0,0,0
283,Here is Trump... https://t.co/yAC6ljnIP6,0,0,1,2,0,0,0,0,0
284,"Trump says Congress would back a 35% tax on Ford for moving its factories. His Speaker, Michael Moore, agrees. https://t.co/m1k5zv9V77",0,0,1,2,0,0,0,0,0
285,"The GOP is dead. Evangelicals, libertarians, billionaires, and Trump supporters are feeding on its carcass https://t.co/6vKg7kVG8w",0,0,0,0,0,0,0,0,0
286,"A sigh of relief in Northern Virginia as Trump falls short in Iowa
https://t.co/z7vSW6oRgA",0,0,1,3,0,0,0,0,0
287,RT @stuartpstevens This is true & predictable. Trump has no idealogical or geographic base & very high negatives. He's a bad candidate. https://t.co/c3Ij1DZz6T,0,0,1,3,0,0,0,0,0
288,"RT @gracy69epixnet New Hampshire a vote 4 Cruz is a vote to  keep our Guns,Constitutional&God given rights100%guaranteed.RT#Tedcruz.org https://t.co/pFZFpe9RBc",0,0,0,0,0,0,1,1,0
289,"RT @pbump Hereês how Bushês polling compared to the GOP front-runner since 2013. He *was* the front-runner, until DJ Trump. https://t.co/g76GHuX5mu",0,0,1,2,0,0,0,0,0
290,"Donald Trump has been the best candidate in the Republican race. But Ted Cruz has run, by far, the best campaign: https://t.co/yU7eIIGRLP",0,0,1,1,0,0,1,1,0
291,RT @StevenTDennis Trump calling out the audience as a bunch of special interest fat cat donors is amazeballs,0,0,1,3,0,0,0,0,0
292,"The best line this night is @johndickerson telling Ted Cruz, ""pick from the buffet, Senator.""",0,0,0,0,0,0,1,2,0
293,Three best directors in a row? Mexicans are taking all our #Oscars now too! Trump was right!,0,0,1,1,0,0,0,0,0
294,"RT @StevenEJohnston Politico article on ""How Cruz Did It"" mentions investment in digital ads, data, and field. No mention of TV ads. https://t.co/wWjiWe7gl1",0,0,0,0,0,0,1,2,0
295,#NeverHillary was for the Iraq war. Trump and Bernie Sanders were against it. #AlwaysTrump #FLAPPYTRUMP https://t.co/81v4Y7LOPJ UTMKEYAPUUFN,1,2,1,1,1,3,0,0,0
296,This is the crux of Cruz's argument to win: Don't just talk about what you will do. Show me when you've done it.,0,0,0,0,0,0,1,1,0
297,RT @TheSpanishVines When Trump realized El Chapo escaped https://t.co/GnThvaXIXE,0,0,1,2,0,0,0,0,0
298,"SC Google searches (with trend)

Trump 40% (-)
Cruz 21% (+)
Bush 14% (+)
Rubio 12% (-)
Carson 7% (+)
Kasich 6% (-) https://t.co/xMJlJEQLGq",0,0,1,2,0,0,1,2,0
299,"RT @Bakunzi King: Donald Trump embodies Americaês violent, bigoted soul https://t.co/nyJizmmG7H",0,0,1,3,0,0,0,0,0
300,RT @DLeonhardt Bernie has clearly cut Hillary's lead. But Nevada shows she still leads nationally. Iowa and N.H. aren't typical. https://t.co/do0rmSFSj8,1,2,0,0,1,2,0,0,0
301,"RT @caurlaus Me: Bernie come over
Bernie: I can't I'm at a debate
Me: I'm being overcharged for a college education
Bernie: https://t.co/Ub2QdSiuie",1,2,0,0,0,0,0,0,0
302,RT @travisdmathis @ChomskyHonk @KillerMike As a gun toting Vermonter I can tell you Bernie is 100% not coming for your guns. Don't add pork to your bills.,1,3,0,0,0,0,0,0,0
303,"Yeah, Ted Cruz looks a little creepy (and not just to me) https://t.co/NnuIPCvZY0  #nb",0,0,0,0,0,0,1,3,0
304,Trump couldn't have asked for a better event for him. He's never happier than when he's the victim.,0,0,1,3,0,0,0,0,0
305,"RT @peterdaou NEW: That Moment America Realizes #HILLARY Is Leading the Revolution https://t.co/CpRqjA1WyZ
#HillaryClinton #DonaldTrump #SouthCarolina",0,0,1,2,1,1,0,0,0
306,Sanders and Clinton escalated their verbal wrangling Wednesday https://t.co/Q6Xd9yqfTb https://t.co/dVMYHaOs1J,1,2,0,0,1,2,0,0,0
307,Would you vote Donald Trump or a dictator? #TheDailyShow asks Uganda with hilarious results https://t.co/IKe9E5oOgA,0,0,1,3,0,0,0,0,0
308,RT @FortuneMagazine Trumpês new favorite line? Ted Cruz is a liar https://t.co/sZd55ojkPV https://t.co/BFnYCHTsPo,0,0,1,2,0,0,1,3,0
309,RT @POLITICOMag .@TuckerCarlson to Republicans: Donald Trump exists because you failed https://t.co/iQCIBL0afO | @smahaskey https://t.co/tgjtqxtmew,0,0,1,2,0,0,0,0,0
310,A Vote for Hillary Is a Vote for Hope -- New Hampshire Voters Miss the Mark https://t.co/aZg7BIu3KT via @HuffPostPol,0,0,0,0,1,1,0,0,0
311,RT @RT_America US Hispanics rank Donald Trump last as presidential candidate _ poll https://t.co/AIJZ3joqjB https://t.co/7vPlf4x72a,0,0,1,3,0,0,0,0,0
312,"Hillary was all about helping schools, when she supported Bush's ""No Child left behind."" It left many behind! Punishing poor schools helps?",0,0,0,0,1,3,0,0,1
313,RT @DaveHWSB Clinton being drowned out by cheers and applause.,0,0,0,0,1,1,0,0,0
314,"RT @jstines3 Reignite the PROMISE OF AMERICA with #TedCruz!

#WakeUpAmerica #CruzCrew #PJNET #TCOT #Cruz #TedCruz2016

https://t.co/8rr7P5ChEg",0,0,0,0,0,0,1,1,0
315,Is this the _low income” dismissal that Hilary Rosen is making of Sanders and race? https://t.co/p28qe5mXfV,1,2,0,0,0,0,0,0,0
316,"Bernie Sanders meets with families impacted by Flint, MI water crisis https://t.co/uyX6KbgIz8 https://t.co/c6yW2Vhzaj",1,2,0,0,0,0,0,0,0
317,RT @NYTimeskrugman Paul Krugman Confronts His Bernie Bro Critics https://t.co/qR8yH5m8Y9 via @thedailybeast,0,0,0,0,0,0,0,0,0
318,@thehill @patrickmadrid So they knew that Cruz and Rubio had to attack so they set this for today...genius,0,0,0,0,0,0,1,3,1
319,How Bernie Could Lose The Nomination But Win The Convention https://t.co/MKyhwkpq6F,1,2,0,0,0,0,0,0,0
320,Hereês the one paranoid political fear that Donald Trump wonêt†and canêt†exploit https://t.co/W6vjsMxFFG,0,0,1,3,0,0,0,0,0
321,"RT @realDonaldTrump The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC.",0,0,1,2,0,0,0,0,0
322,"#TedCruz Pope, Mainstream Media Hand Trump Victory in South? | https://t.co/3RrZwWqISj : ... https://t.co/EulVugldpO https://t.co/8paHk9uCZy",0,0,1,2,0,0,1,2,0
323,"RT @NoChillPosts RT FOR PUPPY MONKEY

LIKE FOR HILLARY CLINTON https://t.co/55vggDurUm",0,0,0,0,1,3,0,0,0
324,Cruz faces do-or-die battle in Texas https://t.co/vePbD4sFcL,0,0,0,0,0,0,1,2,0
325,Trump: Media treatment of Clinton barking like a dog shows hypocrisy  https://t.co/NzTbh1f0Wx https://t.co/0NOm9a7zNG,0,0,1,2,1,2,0,0,0
326,@loudobbsnews @WSJ Lou I hope Trump destroys the GOP which is no better than the Dems - I now know how Romney won instead of Ron Paul,0,0,1,2,0,0,0,0,0
327,RT @fmanjoo Ted Cruzês math problem: The states where heês most likely to win award delegates proportionally. https://t.co/D52kOAkkIn,0,0,0,0,0,0,1,2,0
328,RT @VIralBuzzNewss Why Cruz Is S.C.'s Biggest Loser -  https://t.co/wCaji94n8k,0,0,0,0,0,0,1,3,0
329,"Naturally, A Dude Showed Up At The Trump Rally Dressed As Sailor Moon_(VIDEO) https://t.co/FAp46VSyyF https://t.co/v6pvIC64PX",0,0,1,2,0,0,0,0,0
330,"RT @meanpIastic me: I hate bread
Donald Trump: I hate bread
me: https://t.co/Qs1lxRdYba",0,0,1,3,0,0,0,0,1
331,I donêt get the GOP strategy on this. Either Sanders/Clinton nominates someone or President Trump nominates a trash can to the position.,1,2,1,3,1,2,0,0,1
332,"RT @realDonaldTrump ""@JoeNBC: Trump just talked on MSNBC like a man who knows he had a very good night.""",0,0,1,3,0,0,0,0,0
333,RT @Menemshasunset3 Who says Sanders doesn't have a super pac? https://t.co/rgHzCKeowh,1,3,0,0,0,0,0,0,0
334,"GOP governor: Cruz, Trump unfit for the White House https://t.co/E1NooBb5Hb https://t.co/jzB25BW70R",0,0,1,3,0,0,1,3,0
335,Experts say no legal barrier prevents Donald Trump from releasing taxes https://t.co/VIT8krh9d8 https://t.co/Kc0Tps7U16,0,0,1,2,0,0,0,0,0
336,RT @DefendingtheUSA @DanScavino This was the tweet @Lawrence thought was real.  As if the REAL Trump would only get 13 Retweets...smh https://t.co/9krytCJI0a,0,0,1,2,0,0,0,0,0
337,Did Donald Trump Disqualify Himself? https://t.co/RH9tURJV7z,0,0,1,3,0,0,0,0,0
338,"RT @_lovelunaa Bernie pretty much said, ""if black ppl want reparations then all ppl deserve reparations,"" that's y'all guy tho #notfeelingthebern",1,3,0,0,0,0,0,0,0
339,"#When Trump tells supporters not to donate, they mostly listen - https://t.co/GILLsq8EDJ https://t.co/3OZSaURfLu",0,0,1,2,0,0,0,0,0
340,RT @Jenasummerlin New York Daily News trolls Donald Trump with hilarious «loserê front page https://t.co/gX9qof8TVJ,0,0,1,3,0,0,0,0,0
341,@foxnewspolitics screw u all when the USA falls! Tearing up the only honest man CRUZ! Shame on u all! Go to hell all if u!  never trust FOX,0,0,0,0,0,0,1,1,0
342,"RT @KLSouth Cruzês Lying Nevada Pitch: Iêll Give You Control Of Your Land, Trump Wonêt.  https://t.co/BdPVbbYwjD  Unbelievable. Sinking #Cruz ship.",0,0,1,1,0,0,1,3,0
343,Ted Cruz suggests Donald Trump shows mob ties in his tax returns https://t.co/ekfilxIcr4 https://t.co/SyrUUNOZiz,0,0,1,3,0,0,1,2,0
344,RT @rickwtyler Cruz is the stronger candidate to beat Trump -  https://t.co/bPgpSbCjnK via @FDRLST,0,0,1,3,0,0,1,1,0
345,"RT @JWGOP With the Florida implosion, Marco Rubio needs to withdraw from the race & support @johnkasich, who will win Ohio & trounce Hillary in Nov.",0,0,0,0,1,3,0,0,0
346,"My beloved's gripes tonight were ""why did the Pope have to start shit with Trump?"" and ""why is apple siding with terrorists?"".",0,0,1,3,0,0,0,0,0
347,"Donald Trump calls for Iowa do-over: 'Ted Cruz didn't win Iowa, he stole it' https://t.co/3l2piIGPsr https://t.co/0vCxQT4EEl",0,0,1,2,0,0,1,3,0
348,Who would #Trump appoint to the US Supreme Court? https://t.co/WERKWrVKvW,0,0,1,2,0,0,0,0,0
349,"RT @TocRadio Trump: «Sheês Being Protected, But If I Win,ê Hillary Is Going To Jail [VIDEO]
https://t.co/EwyngS6hvc https://t.co/sDhgGTMkfR",0,0,1,2,1,3,0,0,0
350,"RT @SincerelyTumblr Left eyebrow: eats clean, 20/20 vision, does yoga, works out, philanthropist 
Right eyebrow: is voting for Donald Trump",0,0,1,3,0,0,0,0,0
351,RT @haaretzcom Sanders is smart not to reveal that on Israel he and his fans are not of the same mind https://t.co/WaFJFtWDqJ https://t.co/DIoyBtZ2Px,1,2,0,0,0,0,0,0,0
352,"Hillary Clinton: In 2016, Thereês «No Executive Too Powerful To Jailê [VIDEO] https://t.co/D1Kpj7Fopm #DemDebate https://t.co/DlaiHZPYux",0,0,0,0,1,2,0,0,0
353,"Clinton holds lead in Nevada, with just under 60 percent reporting. See our results rolling page here: https://t.co/kejJRpmmHT",0,0,0,0,1,1,0,0,0
354,Emily Ratajkowski Might Be Bernie Sandersês Hottest Supporter Yet [SLIDESHOW] https://t.co/2yxAs8jhLs https://t.co/KOp4CIt3eX,1,2,0,0,0,0,0,0,0
355,@BridgetPhetasy @Sassafrantz More people want to have a threesome then vote for Trump.,0,0,1,3,0,0,0,0,1
356,RT @MaryMorientes Trashing Obama's record won't get Bernie Sanders elected. #SixWordBernieStory #BernieSanders #HillaryClinton https://t.co/nPWD85XGl4,1,3,0,0,1,2,0,0,0
357,RT @mitchellvii Trump at the debate tonight... https://t.co/ZeDxK25NHL,0,0,1,2,0,0,0,0,0
358,Critics Say Trump Commits Chronic Fashion Faux_Pas https://t.co/LAPBKvo5J8 https://t.co/i8oTx12hfT,0,0,1,3,0,0,0,0,0
359,RT @mattklewis Disclosure: Iêm voting against Trump on Super Tuesday https://t.co/iz807HtlEz,0,0,1,3,0,0,0,0,0
360,RT @CheriJacobus New ties emerge between Trump operation and super PAC https://t.co/2yNkqG918N,0,0,1,3,0,0,0,0,0
361,RT @PoliticsJim #TedCruz leading Texas over #Trump 35% to 20%. This is a must win for Cruz if he wants to stay in. Getting 50% would give him all delegates,0,0,1,3,0,0,1,1,0
362,"RT @WalshFreedom Americans who work hard & play by the rules are pissed off.

Hence Trump. 

Other Americans are soft & just want free shit.

Hence Bernie.",1,3,1,1,0,0,0,0,0
363,"RT @DiegoUK #p2 #ctl #topprog #tcot 

Hillary brought a Goldman Sachs lobbyist to the #DemDebate https://t.co/KeBNgzRzxb https://t.co/0yOY6oVNLr",0,0,0,0,1,3,0,0,0
364,"@rmandtech @adamcurry It's Mort ""I lost my money to Bernie Madoff"" Zuckerman. He's the publisher and viscerally hates Trump.",0,0,1,3,0,0,0,0,0
365,"@AnnCoulter @realDonaldTrump
Ted Cruz, Marco Rubio and Bernie Sanders aren't eligible to be President
https://t.co/OBTQZb81dW
Like Obama.",1,3,0,0,0,0,1,3,0
366,Hillary Clintonês polling this year looks a lot like 2008 https://t.co/WryvHiZRwv,0,0,0,0,1,2,0,0,0
367,Donald Trump muses about Marco Rubio's eligibility to run for president | Fox News |  https://t.co/0GTuUKI0Az,0,0,1,2,0,0,0,0,0
